Date,Open,High,Low,Close,Adj Close,Volume
2011-04-11,184.990005,186.490005,181.850006,184.039993,184.039993,3297828
2011-04-12,182.960007,184.589996,179.419998,180.479996,180.479996,5340273
2011-04-13,180.809998,182.880005,179.800003,182.289993,182.289993,4228310
2011-04-14,181.389999,182.080002,179.360001,181.820007,181.820007,3589689
2011-04-15,181.229996,181.779999,179.019608,180.009995,180.009995,4181372
2011-04-18,178.009995,178.910004,175.369995,178.339996,178.339996,4617288
2011-04-19,178.350006,179.470001,176.600006,178.820007,178.820007,2647483
2011-04-20,181.839996,185.000000,181.589996,183.869995,183.869995,4068097
2011-04-21,184.559998,185.970001,183.046005,185.889999,185.889999,3351735
2011-04-25,185.460007,186.350006,183.770004,185.419998,185.419998,3439714
2011-04-26,186.270004,186.419998,180.738007,182.300003,182.300003,11240571
2011-04-27,183.250000,197.800003,182.750000,196.630005,196.630005,23622949
2011-04-28,196.000000,196.789993,192.270004,195.070007,195.070007,7277475
2011-04-29,194.380005,196.589996,193.779999,195.809998,195.809998,6640873
2011-05-02,196.570007,203.419998,196.179993,201.190002,201.190002,9399303
2011-05-03,200.990005,202.589996,196.690002,198.449997,198.449997,6053289
2011-05-04,198.250000,201.860001,195.369995,199.970001,199.970001,6551399
2011-05-05,198.789993,201.000000,196.119995,197.110001,197.110001,4638222
2011-05-06,199.300003,199.559998,196.559998,197.600006,197.600006,4017937
2011-05-09,198.339996,202.360001,196.779999,200.800003,200.800003,5826058
2011-05-10,201.940002,205.289993,201.559998,203.940002,203.940002,5891767
2011-05-11,203.119995,205.500000,202.250000,204.380005,204.380005,4813424
2011-05-12,204.220001,206.185196,200.619995,206.070007,206.070007,4820690
2011-05-13,205.699997,206.389999,202.360001,202.559998,202.559998,4126181
2011-05-16,200.539993,200.899994,191.369995,192.509995,192.509995,9389688
2011-05-17,191.910004,195.979996,191.759995,194.809998,194.809998,7077636
2011-05-18,194.419998,198.283005,193.250000,197.089996,197.089996,4958993
2011-05-19,198.330002,199.949997,197.550003,198.804993,198.804993,3702622
2011-05-20,198.149994,199.800003,197.240005,198.649994,198.649994,3382021
2011-05-23,195.559998,197.289993,192.020004,196.220001,196.220001,4230523
2011-05-24,197.000000,197.000000,193.000000,193.270004,193.270004,2972667
2011-05-25,193.600006,194.350006,191.139999,192.259995,192.259995,4661207
2011-05-26,191.190002,196.449997,190.880005,195.000000,195.000000,4075276
2011-05-27,194.759995,196.119995,193.500000,194.130005,194.130005,2353956
2011-05-31,195.940002,198.440002,195.029999,196.690002,196.690002,3412945
2011-06-01,196.210007,197.259995,192.050003,192.395004,192.395004,3449408
2011-06-02,192.279999,194.440002,190.559998,193.649994,193.649994,3045560
2011-06-03,191.000000,193.210007,187.619995,188.320007,188.320007,4975621
2011-06-06,188.009995,189.850006,185.179993,185.690002,185.690002,3713215
2011-06-07,185.720001,190.630005,185.520004,187.550003,187.550003,4867038
2011-06-08,187.440002,189.809998,186.320007,188.050003,188.050003,3717299
2011-06-09,189.539993,191.759995,185.710007,189.679993,189.679993,4187248
2011-06-10,189.250000,190.770004,186.279999,186.529999,186.529999,3763319
2011-06-13,186.809998,189.309998,184.860001,186.289993,186.289993,3870110
2011-06-14,188.880005,190.720001,187.070007,189.960007,189.960007,3960596
2011-06-15,188.169998,192.449997,185.300003,185.979996,185.979996,6318168
2011-06-16,185.740005,187.000000,181.589996,183.649994,183.649994,6032134
2011-06-17,186.509995,187.389999,184.639999,186.369995,186.369995,6328369
2011-06-20,185.960007,188.852005,185.570007,187.720001,187.720001,2834166
2011-06-21,188.309998,195.000000,187.119995,194.229996,194.229996,4183501
2011-06-22,193.830002,195.199997,191.320007,191.630005,191.630005,3134854
2011-06-23,189.179993,194.460007,188.300003,194.160004,194.160004,4615173
2011-06-24,193.880005,194.919998,191.350006,192.550003,192.550003,3616647
2011-06-27,194.500000,202.580002,194.029999,201.250000,201.250000,6101849
2011-06-28,201.919998,202.880005,200.600006,202.350006,202.350006,3825988
2011-06-29,202.779999,206.250000,201.029999,204.179993,204.179993,4609723
2011-06-30,200.979996,205.199997,200.500000,204.490005,204.490005,4451250
2011-07-01,205.550003,210.270004,203.610001,209.490005,209.490005,4012454
2011-07-05,208.740005,214.449997,208.729996,213.190002,213.190002,3586281
2011-07-06,212.119995,214.399994,211.010101,214.190002,214.190002,2607964
2011-07-07,215.210007,217.800003,215.089996,216.740005,216.740005,3145960
2011-07-08,214.300003,218.320007,213.250000,218.279999,218.279999,3708086
2011-07-11,216.740005,217.500000,211.000000,212.550003,212.550003,4034763
2011-07-12,214.639999,215.649994,211.119995,211.229996,211.229996,3987227
2011-07-13,214.699997,216.830002,212.139999,213.500000,213.500000,4231702
2011-07-14,213.929993,215.910004,209.380005,210.380005,210.380005,3904926
2011-07-15,213.080002,214.529999,209.289993,212.869995,212.869995,4075383
2011-07-18,212.580002,213.389999,208.289993,211.529999,211.529999,2900565
2011-07-19,214.270004,218.399994,213.770004,218.059998,218.059998,4438956
2011-07-20,220.029999,220.199997,214.410004,215.550003,215.550003,3375432
2011-07-21,217.089996,217.089996,211.070007,213.210007,213.210007,4546082
2011-07-22,213.860001,217.949005,211.110001,216.520004,216.520004,3599944
2011-07-25,215.910004,216.080002,213.000000,213.490005,213.490005,3346669
2011-07-26,214.990005,215.600006,210.350006,214.179993,214.179993,9863579
2011-07-27,224.419998,227.199997,219.619995,222.518005,222.518005,12956323
2011-07-28,223.270004,225.949997,220.229996,223.899994,223.899994,5355607
2011-07-29,221.289993,225.750000,219.509995,222.520004,222.520004,5170390
2011-08-01,225.000000,227.449997,217.660004,221.320007,221.320007,5792926
2011-08-02,220.320007,222.429993,211.300003,211.699997,211.699997,6588846
2011-08-03,212.970001,214.830002,205.539993,209.960007,209.960007,8199706
2011-08-04,206.800003,208.000000,201.449997,201.479996,201.479996,6584935
2011-08-05,204.500000,207.320007,194.839996,202.699997,202.699997,10024461
2011-08-08,196.250000,200.389999,190.050003,193.699997,193.699997,10431184
2011-08-09,196.509995,205.089996,190.460007,205.089996,205.089996,10497215
2011-08-10,200.759995,202.399994,193.600006,194.130005,194.130005,8757585
2011-08-11,196.990005,200.850006,191.360001,198.360001,198.360001,7404618
2011-08-12,200.529999,204.559998,197.210007,202.300003,202.300003,5620580
2011-08-15,202.059998,205.279999,198.320007,202.949997,202.949997,4785864
2011-08-16,201.300003,201.389999,194.750000,197.679993,197.679993,5209051
2011-08-17,198.889999,199.600006,193.740005,195.929993,195.929993,3991541
2011-08-18,191.029999,191.339996,179.720001,182.520004,182.520004,8214287
2011-08-19,180.000000,190.000000,177.550003,178.929993,178.929993,7248437
2011-08-22,183.000000,184.199997,177.100006,177.539993,177.539993,5314812
2011-08-23,178.919998,194.839996,178.520004,193.550003,193.550003,7352930
2011-08-24,193.460007,196.309998,190.169998,193.729996,193.729996,6252998
2011-08-25,194.410004,196.990005,191.070007,192.029999,192.029999,3760329
2011-08-26,191.000000,199.720001,189.600006,199.270004,199.270004,5310620
2011-08-29,202.820007,206.669998,202.550003,206.529999,206.529999,4515202
2011-08-30,205.779999,212.490005,204.321396,210.919998,210.919998,5919660
2011-08-31,212.300003,216.169998,211.350006,215.229996,215.229996,7406344
2011-09-01,215.279999,217.639999,211.619995,212.539993,212.539993,5276688
2011-09-02,208.509995,210.690002,207.000000,210.000000,210.000000,4237270
2011-09-06,204.940002,216.600006,204.470001,216.179993,216.179993,6217185
2011-09-07,218.800003,220.190002,214.220001,219.899994,219.899994,5302955
2011-09-08,218.300003,220.639999,216.339996,217.259995,217.259995,4405196
2011-09-09,215.020004,216.960007,209.750000,211.389999,211.389999,4576477
2011-09-12,208.710007,216.660004,208.649994,216.559998,216.559998,5343529
2011-09-13,217.789993,219.949997,215.009995,219.529999,219.529999,4836596
2011-09-14,220.210007,224.990005,216.723999,222.570007,222.570007,5884384
2011-09-15,224.149994,227.199997,221.250000,226.779999,226.779999,5610172
2011-09-16,227.570007,240.440002,226.740005,239.300003,239.300003,11760132
2011-09-19,236.949997,244.000000,232.880096,241.690002,241.690002,8223270
2011-09-20,240.789993,241.050003,231.029999,233.250000,233.250000,7385251
2011-09-21,234.429993,240.520004,231.809998,231.869995,231.869995,5884096
2011-09-22,224.820007,228.789993,219.000000,223.229996,223.229996,8255563
2011-09-23,220.509995,224.490005,219.061005,223.610001,223.610001,6469239
2011-09-26,227.479996,230.240005,221.399994,229.850006,229.850006,5794703
2011-09-27,234.240005,234.750000,222.399994,224.210007,224.210007,7840914
2011-09-28,226.679993,235.809998,225.600006,229.710007,229.710007,14439111
2011-09-29,234.199997,234.300003,216.289993,222.440002,222.440002,9380228
2011-09-30,218.190002,223.000000,215.210007,216.229996,216.229996,6553621
2011-10-03,217.250000,221.600006,211.389999,211.979996,211.979996,6625118
2011-10-04,209.619995,215.000000,200.429993,212.500000,212.500000,8715811
2011-10-05,212.970001,220.169998,208.481003,219.498001,219.498001,6512936
2011-10-06,220.229996,223.619995,217.550003,221.509995,221.509995,6850357
2011-10-07,222.479996,227.899994,218.410004,224.740005,224.740005,6786465
2011-10-10,226.059998,232.800003,224.100006,231.320007,231.320007,5145525
2011-10-11,230.860001,236.750000,229.000000,235.479996,235.479996,5005722
2011-10-12,236.770004,241.839996,234.330002,236.809998,236.809998,6511045
2011-10-13,237.000000,239.679993,235.229996,236.149994,236.149994,4841536
2011-10-14,240.800003,246.710007,240.179993,246.710007,246.710007,5927282
2011-10-17,244.339996,246.710007,240.669998,242.330002,242.330002,4778929
2011-10-18,242.550003,244.610001,236.623993,243.880005,243.880005,4612859
2011-10-19,240.669998,243.330002,229.250000,231.529999,231.529999,6715807
2011-10-20,232.550003,234.738998,229.800003,233.610001,233.610001,4526838
2011-10-21,236.910004,236.999893,230.600006,234.779999,234.779999,4572980
2011-10-24,236.630005,240.470001,234.000000,237.610001,237.610001,4976877
2011-10-25,238.649994,239.009995,225.889999,227.149994,227.149994,14012593
2011-10-26,203.889999,207.580002,196.509995,198.399994,198.399994,24140922
2011-10-27,204.339996,208.600006,201.100006,206.779999,206.779999,10776025
2011-10-28,206.759995,218.399994,205.750000,217.320007,217.320007,9886256
2011-10-31,215.740005,218.889999,213.039993,213.509995,213.509995,7352676
2011-11-01,208.289993,216.210007,207.429993,212.104996,212.104996,8516210
2011-11-02,215.550003,216.789993,212.720001,215.619995,215.619995,6133127
2011-11-03,216.039993,218.500000,213.020004,218.289993,218.289993,5317497
2011-11-04,217.649994,218.229996,214.330795,216.479996,216.479996,4066890
2011-11-07,216.839996,220.199997,214.000000,217.000000,217.000000,3860758
2011-11-08,219.199997,219.350006,215.210007,217.990005,217.990005,3917258
2011-11-09,214.949997,215.699997,210.600006,211.220001,211.220001,4685124
2011-11-10,213.500000,214.059204,208.100006,210.789993,210.789993,5044864
2011-11-11,212.699997,217.880005,210.309998,217.389999,217.389999,5165571
2011-11-14,215.649994,222.350006,214.250000,218.929993,218.929993,6522901
2011-11-15,218.000000,220.327499,214.259995,217.830002,217.830002,5739106
2011-11-16,216.369995,216.970001,211.229996,211.990005,211.990005,5510208
2011-11-17,212.509995,212.899994,202.100006,204.520004,204.520004,7985182
2011-11-18,205.009995,205.339996,197.110001,197.139999,197.139999,8438477
2011-11-21,193.289993,193.360001,185.050003,189.250000,189.250000,11323532
2011-11-22,187.250000,194.039993,183.580002,192.339996,192.339996,9919367
2011-11-23,193.000000,194.600006,187.889999,188.990005,188.990005,8012208
2011-11-25,190.130005,190.830002,181.509995,182.399002,182.399002,4971977
2011-11-28,191.759995,194.619705,190.539993,194.149994,194.149994,7207253
2011-11-29,195.009995,195.500000,187.300003,188.389999,188.389999,6577462
2011-11-30,194.990005,195.300003,188.750000,192.289993,192.289993,7718451
2011-12-01,191.850006,198.074997,191.589996,197.130005,197.130005,7330072
2011-12-02,197.449997,199.660004,195.179993,196.029999,196.029999,7526348
2011-12-05,198.949997,199.000000,193.667694,196.240005,196.240005,5922598
2011-12-06,195.979996,198.320007,190.110001,191.990005,191.990005,5203688
2011-12-07,191.029999,196.710007,189.119995,195.320007,195.320007,6428567
2011-12-08,193.570007,195.889999,190.080002,190.479996,190.479996,4361514
2011-12-09,191.770004,193.949997,188.399994,193.029999,193.029999,5159276
2011-12-12,190.029999,191.149994,187.630005,189.520004,189.520004,4344146
2011-12-13,188.690002,189.679993,178.500000,180.509995,180.509995,9306288
2011-12-14,178.550003,180.750000,170.250000,180.210007,180.210007,11616875
2011-12-15,182.000000,184.798996,179.529999,181.259995,181.259995,7260281
2011-12-16,182.600006,184.410004,180.309998,181.259995,181.259995,6665197
2011-12-19,182.000000,183.169998,179.000000,179.330002,179.330002,4535016
2011-12-20,182.729996,183.169998,180.539993,182.520004,182.520004,4600597
2011-12-21,181.919998,183.500000,172.490005,174.350006,174.350006,8068732
2011-12-22,175.089996,179.669998,174.210007,179.029999,179.029999,4696272
2011-12-23,179.220001,179.679993,175.600006,177.279999,177.279999,3497605
2011-12-27,177.399994,178.594696,176.160004,176.270004,176.270004,2951104
2011-12-28,176.389999,176.649994,172.279999,173.889999,173.889999,3660008
2011-12-29,169.820007,174.550003,166.970001,173.860001,173.860001,8212559
2011-12-30,173.360001,175.169998,172.490005,173.100006,173.100006,4280263
2012-01-03,176.350006,179.475006,175.550003,179.029999,179.029999,5111970
2012-01-04,179.210007,180.500000,176.065002,177.509995,177.509995,4206624
2012-01-05,175.940002,178.250000,174.050003,177.610001,177.610001,3810496
2012-01-06,178.070007,184.649994,177.500000,182.610001,182.610001,7010139
2012-01-09,182.759995,184.369995,177.000000,178.559998,178.559998,5058542
2012-01-10,181.100006,182.399994,177.100006,179.339996,179.339996,3986102
2012-01-11,179.639999,180.770004,178.190002,178.899994,178.899994,3102877
2012-01-12,179.419998,179.490005,175.750000,175.929993,175.929993,5388353
2012-01-13,176.149994,178.800003,173.500000,178.419998,178.419998,4754529
2012-01-17,180.389999,183.300003,178.509995,181.660004,181.660004,5645244
2012-01-18,181.940002,190.250000,181.119995,189.440002,189.440002,7477287
2012-01-19,190.839996,195.940002,190.360001,194.449997,194.449997,7100003
2012-01-20,190.970001,192.899994,189.039993,190.929993,190.929993,5610542
2012-01-23,190.800003,191.729996,185.229996,186.089996,186.089996,4587694
2012-01-24,185.000000,188.410004,183.820007,187.000000,187.000000,4681086
2012-01-25,186.990005,188.169998,184.610001,187.800003,187.800003,4308183
2012-01-26,189.440002,194.850006,188.729996,193.315994,193.315994,5878847
2012-01-27,193.089996,196.500000,192.330002,195.369995,195.369995,4663070
2012-01-30,193.679993,195.000000,190.130005,192.149994,192.149994,5430039
2012-01-31,194.250000,195.630005,189.699997,194.440002,194.440002,12772139
2012-02-01,173.880005,179.949997,172.000000,179.460007,179.460007,21341033
2012-02-02,179.949997,181.936203,176.800003,181.720001,181.720001,8738896
2012-02-03,182.630005,187.899994,181.889999,187.679993,187.679993,8122732
2012-02-06,186.500000,186.559998,182.920105,183.139999,183.139999,5311645
2012-02-07,182.649994,184.940002,182.059998,184.190002,184.190002,5104453
2012-02-08,184.949997,186.490005,182.910004,185.479996,185.479996,5477425
2012-02-09,184.500000,185.690002,181.759995,184.979996,184.979996,7189994
2012-02-10,183.419998,187.630005,182.520004,185.539993,185.539993,5798484
2012-02-13,187.169998,192.499298,185.679993,191.589996,191.589996,6073565
2012-02-14,190.649994,193.570007,186.100006,191.300003,191.300003,9534544
2012-02-15,191.029999,191.539993,183.259995,184.470001,184.470001,7802059
2012-02-16,177.979996,181.679993,175.139999,179.929993,179.929993,12565470
2012-02-17,180.139999,183.410004,179.360001,182.500000,182.500000,7418563
2012-02-21,182.649994,184.750000,180.576797,182.259995,182.259995,6758962
2012-02-22,181.949997,182.990005,180.289993,180.580002,180.580002,5786428
2012-02-23,179.320007,180.750000,176.960007,178.889999,178.889999,5157465
2012-02-24,179.199997,180.740005,178.369995,179.130005,179.130005,3669165
2012-02-27,177.539993,179.190002,176.500000,178.529999,178.529999,3707942
2012-02-28,178.899994,184.289993,177.949997,183.800003,183.800003,5764907
2012-02-29,183.889999,184.000000,179.009995,179.690002,179.690002,5302508
2012-03-01,179.889999,180.490005,176.580002,180.039993,180.039993,4938425
2012-03-02,179.350006,181.839996,178.917999,179.300003,179.300003,3658009
2012-03-05,179.000000,181.820007,178.179993,180.259995,180.259995,4684257
2012-03-06,178.679993,183.500000,178.039993,181.089996,181.089996,5614085
2012-03-07,182.649994,185.500000,182.399994,183.770004,183.770004,4951927
2012-03-08,184.169998,188.380005,183.800003,187.639999,187.639999,4223589
2012-03-09,186.789993,187.199997,183.440002,184.320007,184.320007,4510556
2012-03-12,184.130005,185.399994,182.199997,183.389999,183.389999,2588002
2012-03-13,183.919998,184.869995,180.770004,184.589996,184.589996,4404299
2012-03-14,183.649994,184.319901,181.139999,182.259995,182.259995,3699734
2012-03-15,182.139999,184.429993,180.300003,184.429993,184.429993,4160618
2012-03-16,183.279999,185.679993,182.350006,185.050003,185.050003,4934824
2012-03-19,183.449997,186.679993,183.000000,185.520004,185.520004,3904019
2012-03-20,184.880005,194.410004,182.880005,192.330002,192.330002,9167308
2012-03-21,192.389999,194.279999,191.259995,191.729996,191.729996,4215499
2012-03-22,190.539993,194.059998,190.259995,192.399994,192.399994,3740279
2012-03-23,191.889999,196.199997,191.800003,195.039993,195.039993,5984094
2012-03-26,196.589996,202.970001,195.500000,202.869995,202.869995,7620695
2012-03-27,203.589996,209.850006,202.880005,205.440002,205.440002,9600734
2012-03-28,206.139999,207.000000,200.309998,201.160004,201.160004,6246236
2012-03-29,201.279999,205.309998,200.630005,204.610001,204.610001,5711525
2012-03-30,205.020004,206.850006,201.869995,202.509995,202.509995,4440996
2012-04-02,198.570007,199.899994,197.000000,198.050003,198.050003,6430730
2012-04-03,198.240005,202.389999,197.500000,199.660004,199.660004,5001070
2012-04-04,196.949997,197.679993,192.360001,193.990005,193.990005,5459483
2012-04-05,193.550003,196.029999,193.550003,194.389999,194.389999,3209314
2012-04-09,192.020004,194.199997,190.500000,191.869995,191.869995,3136878
2012-04-10,192.750000,193.520004,186.570007,186.979996,186.979996,4455491
2012-04-11,189.630005,191.970001,186.789993,187.970001,187.970001,4338218
2012-04-12,188.059998,192.259995,185.610001,190.690002,190.690002,4028910
2012-04-13,189.899994,189.940002,186.259995,188.460007,188.460007,3432203
2012-04-16,189.009995,189.470001,183.649994,185.500000,185.500000,4044271
2012-04-17,187.210007,190.039993,186.869995,188.389999,188.389999,2829460
2012-04-18,188.820007,193.449997,188.740005,191.070007,191.070007,4003095
2012-04-19,192.929993,194.550003,189.750000,191.100006,191.100006,4003037
2012-04-20,192.339996,193.479996,189.800003,189.979996,189.979996,3243745
2012-04-23,188.990005,188.990005,185.509995,188.240005,188.240005,3481356
2012-04-24,188.679993,190.699997,186.509995,190.330002,190.330002,3381850
2012-04-25,191.970001,194.800003,191.600006,194.419998,194.419998,3958413
2012-04-26,193.570007,196.360001,193.020004,195.990005,195.990005,10233980
2012-04-27,224.520004,228.690002,220.220001,226.850006,226.850006,22112329
2012-04-30,223.509995,233.839996,223.050003,231.899994,231.899994,9766512
2012-05-01,229.399994,232.970001,228.399994,230.039993,230.039993,6757217
2012-05-02,227.820007,231.440002,227.399994,230.250000,230.250000,4593971
2012-05-03,229.699997,232.529999,228.029999,229.449997,229.449997,4057859
2012-05-04,227.800003,229.719894,223.740005,223.990005,223.990005,4587893
2012-05-07,222.419998,226.867493,222.289993,225.160004,225.160004,3314226
2012-05-08,223.149994,225.389999,218.199997,223.899994,223.899994,4523044
2012-05-09,220.589996,225.779999,220.160004,222.979996,222.979996,3713431
2012-05-10,223.910004,229.080002,221.949997,226.690002,226.690002,4648359
2012-05-11,225.949997,230.679993,225.729996,227.679993,227.679993,4195541
2012-05-14,225.580002,227.289993,222.509995,222.929993,222.929993,3096794
2012-05-15,226.500000,230.610001,223.000000,224.389999,224.389999,5716858
2012-05-16,225.000000,228.000000,222.500000,224.059998,224.059998,5261956
2012-05-17,225.050003,226.000000,218.089996,218.360001,218.360001,4507911
2012-05-18,219.449997,219.630005,212.809998,213.850006,213.850006,5233522
2012-05-21,214.029999,219.979996,212.820007,218.110001,218.110001,3580096
2012-05-22,218.000000,218.869995,213.960007,215.330002,215.330002,3733844
2012-05-23,214.179993,217.550003,211.179993,217.279999,217.279999,4235195
2012-05-24,216.759995,217.660004,212.699997,215.240005,215.240005,3141496
2012-05-25,214.990005,215.979996,212.220001,212.889999,212.889999,2171364
2012-05-29,214.300003,216.550003,212.289993,214.750000,214.750000,2695938
2012-05-30,212.139999,212.979996,207.751999,209.229996,209.229996,4085414
2012-05-31,209.479996,213.787796,207.110001,212.910004,212.910004,4944924
2012-06-01,208.440002,211.229996,207.300003,208.220001,208.220001,3953691
2012-06-04,207.399994,215.350006,206.369995,214.570007,214.570007,4302341
2012-06-05,213.850006,216.860001,211.160004,213.210007,213.210007,3546441
2012-06-06,214.630005,218.399994,214.520004,217.639999,217.639999,2715054
2012-06-07,219.649994,221.490005,218.110001,218.800003,218.800003,3505416
2012-06-08,218.470001,219.419998,216.660004,218.479996,218.479996,2876904
2012-06-11,217.300003,220.869995,215.199997,216.500000,216.500000,3749085
2012-06-12,217.649994,218.000000,214.522202,216.419998,216.419998,2833765
2012-06-13,215.520004,217.380005,213.520004,214.729996,214.729996,2326254
2012-06-14,215.259995,216.500000,212.559998,214.449997,214.449997,3060973
2012-06-15,215.289993,219.330002,214.460007,218.350006,218.350006,3788005
2012-06-18,217.279999,223.759995,216.729996,222.660004,222.660004,3371446
2012-06-19,223.250000,225.199997,221.660004,224.029999,224.029999,2716819
2012-06-20,224.320007,224.740005,220.839996,223.020004,223.020004,2445774
2012-06-21,223.839996,226.029999,220.520004,220.574997,220.574997,2843130
2012-06-22,221.830002,222.509995,219.350006,222.160004,222.160004,2188063
2012-06-25,220.300003,221.589996,218.000000,220.070007,220.070007,2382265
2012-06-26,221.449997,226.389999,221.449997,225.610001,225.610001,3755034
2012-06-27,225.009995,227.500000,223.300003,225.619995,225.619995,2799580
2012-06-28,223.919998,224.619995,218.750000,221.309998,221.309998,2995338
2012-06-29,224.699997,228.350006,223.710007,228.350006,228.350006,3615572
2012-07-02,229.300003,229.339996,226.339996,229.320007,229.320007,2330930
2012-07-03,229.139999,229.529999,227.589996,229.529999,229.529999,1335952
2012-07-05,228.940002,230.500000,226.529999,227.059998,227.059998,2683610
2012-07-06,226.350006,228.899994,224.179993,225.050003,225.050003,3203230
2012-07-09,224.979996,226.000000,223.449997,225.050003,225.050003,1921979
2012-07-10,226.279999,227.139999,218.279999,219.500000,219.500000,2983109
2012-07-11,218.649994,221.740005,215.339996,218.369995,218.369995,2734848
2012-07-12,216.630005,217.300003,212.610001,215.360001,215.360001,2617140
2012-07-13,215.630005,219.309998,213.880005,218.389999,218.389999,2222329
